719,11,2
-2.0,0.2564102564102564,-2.0,0.0,0.0,0.0,0.0263157894736842,-2.0,-84.0,0.0,-1.0,1.0,0.0
-1.0,0.2307692307692307,-2.0,0.0,0.0,0.0,0.0263157894736842,-1.0,-106.0,0.2222222222222222,-1.0,0.0,0.0
-1.0,0.0769230769230769,-3.0,0.0,0.0,0.0,0.0,-1.0,-98.0,0.2222222222222222,-1.0,0.0,0.0
-2.0,0.0897435897435897,-2.0,0.0,0.0,0.0,0.0526315789473684,-2.0,-6.0,0.3333333333333333,-1.0,0.0,0.0
-1.0,0.2435897435897435,-2.0,0.0,0.0,0.0,0.0526315789473684,-1.0,-341.0,0.0,-1.0,0.0,0.0
-1.0,0.3205128205128205,-2.0,0.0,0.0,0.0,0.0,-2.0,-6.0,0.0,-1.0,0.0,0.0
-1.0,0.1025641025641025,-2.0,0.0,0.0,0.0588235294117647,0.0526315789473684,-1.0,-45.0,0.2222222222222222,-1.0,1.0,1.0
-1.0,0.141025641025641,-2.0,0.0,0.0,0.0,0.2105263157894736,-2.0,-5.0,0.8888888888888888,-2.0,1.0,1.0
-1.0,0.4871794871794871,-1.0,0.0,0.0,0.0,0.3421052631578947,-1.0,-5.0,0.1111111111111111,-1.0,1.0,0.0
-1.0,0.4487179487179487,-1.0,0.0,0.0,0.0,0.1052631578947368,-1.0,-3.0,0.6666666666666666,-3.0,0.0,0.0
-1.0,0.1282051282051282,-2.0,0.0,0.6153846153846154,0.1176470588235294,0.3157894736842105,-1.0,-3.0,1.0,-2.0,0.0,1.0
-2.0,0.4230769230769231,-1.0,0.0,0.0,0.0,0.0,-2.0,-6.0,0.0,-1.0,0.0,0.0
-1.0,0.2051282051282051,-2.0,0.0,0.0,0.0,0.0526315789473684,-2.0,-29.0,0.0,-1.0,0.0,1.0
-1.0,0.2564102564102564,-2.0,0.0,0.0,0.0,0.0263157894736842,-1.0,-112.0,0.0,-1.0,1.0,1.0
-1.0,0.3205128205128205,-2.0,0.0,0.0,0.0,0.0789473684210526,-2.0,-25.0,0.0,-1.0,0.0,1.0
-1.0,0.1538461538461538,-2.0,0.0,0.0,0.0,0.0,-2.0,-166.0,0.0,-1.0,1.0,0.0
-1.0,0.1923076923076923,-2.0,0.0,0.0,0.0,0.0,-1.0,-41.0,0.0,-1.0,1.0,0.0
-1.0,0.1666666666666666,-2.0,0.0,0.2307692307692307,0.2352941176470588,0.3947368421052631,-1.0,-212.0,0.5555555555555556,-3.0,0.0,1.0
-1.0,0.0897435897435897,-2.0,0.0,0.0,0.0,0.1842105263157894,-1.0,-175.0,1.0,-2.0,1.0,1.0
-1.0,0.0641025641025641,-3.0,0.0,0.0,0.0,0.0,-1.0,-12.0,0.1111111111111111,-1.0,0.0,0.0
-1.0,0.358974358974359,-1.0,0.0,0.0,0.0,0.1052631578947368,-1.0,-10.0,0.3333333333333333,-1.0,1.0,0.0
